laptop_id,product_name,price,link,Loại card đồ họa,Dung lượng RAM,Loại RAM,Số khe ram,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Pin,Hệ điều hành,Độ phân giải màn hình,Loại CPU,Cổng giao tiếp,Tần số quét,Chất liệu tấm nền,Công nghệ âm thanh,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Kích thước,Trọng lượng,Wi-Fi,Bluetooth,Khe đọc thẻ nhớ,Chất liệu,Chất liệu vỏ trên,Chất liệu vỏ dưới,Chất liệu vỏ màn hình,Loại màn hình,Hãng sản xuất,Nguồn,Chip AI
laptop-lenovo-thinkpad-x1-carbon-gen-13-aura-edition-21nx0039vn,Lenovo Thinkpad X1 Carbon Gen 13 Aura Edition 21nx0039vn,51.990.000đ,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-13-aura-edition-21nx0039vn.html,Intel Arc 140T GPU,32GB,LPDDR5x-8400 Onboard,Không nâng cấp,"512GB SSD M.2 2280 PCIe 4.0x4 NVMe Opal 2.0 (Một ổ đĩa, tối đa 2TB M.2 2280 SSD)",14 inches,Độ sáng 500nitsMàn hình chống chóiĐộ phủ màu 100% sRGB,"57Wh, 65W USB-C Slim GaN (3-pin)","Windows 11 Pro, English (US) / English (UK)",1920 x 1200 pixels (WUXGA),"Intel Core Ultra 7 255H, 16 lõi (6P + 8E + 2LPE) / 16 luồng, Max Turbo up to 5.1GHz, 24MB","1x USB-A (5Gbps / USB 3.2 Gen 1)1x USB-A (5Gbps / USB 3.2 Gen 1), Luôn bật2x USB-C (Thunderbolt 4 / USB4 40Gbps), với USB PD 3.0 và DisplayPort 2.11x HDMI 2.1, lên đến 4K/60Hz1x giắc cắm kết hợp tai nghe / micrô (3.5 mm)",60 Hz,Tấm nền IPS,"Âm thanh độ nét cao (HD)Bộ giải mã Realtek ALC3306Loa stereo, 2W x2Dolby Atmos","Bảo mật vân tay, Nhận diện khuôn mặt, Wi-Fi 7","Backlit, English",Discrete TPM 2.0 EnabledPhát hiện sự hiện diện của con người bằng sóng siêu âmCamera hồng ngoại cho Windows Hello (nhận dạng khuôn mặt),FHD 1080p + IR riêng biệt với màn trập camera,"312.80 x 214.75 x 8.38/14.77 (trước/sau), 17.95 (tối đa) mm",1006 g,"Intel Wi-Fi 7 BE201, 802.11be 2x2",Bluetooth 5.4,,,Carbon Fiber,Nhôm,,,,,"Intel AI Boost, up to 13 TOPS"
laptop-dell-15-dc15250-h02df,Dell 15 Dc15250 H02df,14.990.000đ,https://cellphones.com.vn/laptop-dell-15-dc15250-h02df.html,Intel UHD Graphics,24GB,DDR4,2 khe (nâng cấp tối đa 24GB),"512GB SSD PCIe NVMe Gen 4, nâng tối đa 1TB",15.6 inches,Độ phủ màu 45% NTSCĐộ sáng 250 nitsMàn hình chống chói,"3 cell, 41Wh",Windows 11,1920 x 1080 pixels (FullHD),"Intel Core i5 1334U (8 lõi / 12 luồng, 12MB, up to 4.60 GHz, 12 MB Intel Smart Cache)",Khe đọc thẻ SD / Cổng USB 2.0 / Cổng âm thanh đa năng / Cổng HDMI 1.4 / Cổng USB 3.2 thế hệ 1 / USB-C,120 Hz,Tấm nền IPS,Loa + Microphone tích hợp,,,TPM 2.0 / BitLocker / Mã hóa thiết bị,HD camera (720P),358.50 x 235.56 x 18.99 mm (Dài x Rộng x Dày),1.90 kg,Realtek RTL8821CE hoặc Realtek RTL8852BE,Bluetooth 5.3,Có,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-dell-inspiron-15-3530-n3530,Dell Inspiron 15 3530 N3530,17.490.000đ,https://cellphones.com.vn/laptop-dell-inspiron-15-3530-n3530.html,Intel Iris Xe Graphics,16GB,DDR4 2666MHz,"2 khe (2x 8GB, tối đa 16GB)",512GB M.2 2230 NVMe PCIe SSD,15.6 inches,Màn hình chống chói,"Pin liền, 3-Cell Battery, 41WHr",Windows 11 Home + Office Home & Student 2021,1920 x 1080 pixels (FullHD),"Intel Core i5-1334U (12MB Cache, up to 4.6 GHz)",1x cổng HDMI 1.41x cổng USB 3.2 Gen 11x cổng USB 2.01x cổng USB 3.2 Gen 1 Type-C1x cổng âm thanh phổ thông,120 Hz,Tấm nền WVA,Realtek Audio,,,,1280 x 720 (HD) at 30 fps,16.96 - 18.99 x 358.50 x 235.56 mm,1.66 kg,WiFi 802.11ax,Bluetooth 5.3,,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-hp-pavilion-15-eg3112tu-8u6l9pa,Hp Pavilion 15 Eg3112tu 8u6l9pa,19.990.000đ,https://cellphones.com.vn/laptop-hp-pavilion-15-eg3112tu-8u6l9pa.html,Intel Iris Xe Graphics,16GB,DDR4 3200 MHz,2 khe (nâng cấp tối đa 32GB),512 GB SSD M2. PCIe,15.6 inches,,3-cell,Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"Intel Core i7 1355U (10 lõi, up to 5.00 GHz)",1x USB 3.2 Gen 22x USB 3.2 Gen 11x HDMI,,Tấm nền IPS,,Wi-Fi 6,,,Camera HP Wide Vision HD,360.2 x 234 x 18 mm (Dài x Rộng x Dày),1.69 kg,802.11 ax,Bluetooth 5.2,,Vỏ kim loại,,,,,,,
laptop-acer-aspire-lite-15-al15-71p-517d,Acer Aspire Lite 15 Al15 71p 517d,13.790.000đ,https://cellphones.com.vn/laptop-acer-aspire-lite-15-al15-71p-517d.html,Intel UHD Graphics,16GB,DDR45 4800MHz,"2 khe rời (Máy nguyên bản 16GB, nâng cấp tối đa 64GB)",512GB PCIe NVMe SSD,15.6 inches,Độ sáng 250nitsAcer ComfyView,58Wh 3-cell Li-ion battery,Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i5-12450H (8 lõi / 12 luồng, up to 4.40 GHz, 12 MB)","1x USB Type-C3x USB-A1x HDMI 1.4 hỗ trợ HDCP1x giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micrô tích hợpThẻ nhớ MicroSD lên đến 512 GB (tương thích SDXC, tương thích exFAT)",60 Hz,,,Wi-Fi 6,,"BIOS user, supervisor, HDD passwords",Camera FHD,357.5 x 229.1 x 19.9 mm,1.79 kg,Intel Wireless Wi-Fi 6 AX201,Bluetooth 5.1,Có,,,,,,,,
mac-mini-m2-16gb-512gb-2023,Mac Mini M2 16gb 512gb 2023,13.990.000đ,https://cellphones.com.vn/mac-mini-m2-16gb-512gb-2023.html,10 nhận GPU16 nhân Neural Engine,16GB,16GB,,512GB SSD,,Hỗ trợ xuất hình ảnh 6K 60HZ qua cổng ThunderboltXuất hình ảnh 4K qua cổng HDMI,,,,Apple M2 8 nhân,"Jack 3.5mm, cổng HDMI, 2 cổng USB-A, Cổng Ethernet",,,Tìch hợp loa,Wi-Fi 6,,,,Dày 3.58mm - Ngang 19.7mm - Dọc 19.7mm,,Wi-Fi 6E (802.11ax),Bluetooth,,,,,,,,,
laptop-lenovo-thinkpad-e16-gen-3-21sr002nvn,Lenovo Thinkpad E16 Gen 3 21sr002nvn,24.990.000đ,https://cellphones.com.vn/laptop-lenovo-thinkpad-e16-gen-3-21sr002nvn.html,Intel Arc 130T tích hợp hoạt động như Intel Graphics,16GB,DDR5-5600,"2 khe (1x 16GB, nâng cấp tối đa 64GB)",512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0,16 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 45% NTSC,"48Wh, 65W USB-C (3-pin)","Windows 11 Home Single Language, English (US) / English (UK)",1920 x 1200 pixels (WUXGA),"Intel Core Ultra 5 225H, 14 lõi (4P + 8E + 2LPE) / 14 luồng, Max Turbo up to 4.9GHz, 18MB","1x USB-A (5Gbps)1x USB-A (10Gbps), Luôn bật1x USB-C (20Gbps), với PD 3.1 và DP 1.41x USB-C (Thunderbolt 4 / USB4 40Gbps), với PD 3.1 và DP 2.11x HDMI 2.1, lên đến 4K/60Hz1x giắc cắm kết hợp tai nghe/micrô (3.5mm)1x RJ-45",60 Hz,Tấm nền IPS,"Âm thanh độ nét cao (HD)Bộ giải mã Senary SN6147Loa stereo, 2W x2Dolby AtmosÂm thanh của HARMAN","Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt",,Discrete TPM 2.0 EnabledCamera IR cho Windows Hello (nhận dạng khuôn mặt),FHD 1080p + IR Hybrid với Màn trập camera,"356 x 249 x 10.1/17.05 (trước/sau), 21.15 (tối đa) mm",1.63 kg,"Intel Wi-Fi 6E AX211, 802.11ax 2x2",Bluetooth 5.3,,,Nhôm,Nhôm,,,,,"Intel AI Boost, up to 13 TOPS"
laptop-hp-envy-x360-14-fa0045au-a19bmpa,Hp Envy X360 14 Fa0045au A19bmpa,30.990.000đ,https://cellphones.com.vn/laptop-hp-envy-x360-14-fa0045au-a19bmpa.html,AMD Radeon Graphics,32GB,LPDDR5-6400 MHz Onboard,,1 TB PCIe Gen4 NVMe M.2 SSD,14 inches,Thời gian phản hồi 0.2 msCorning Gorilla Glass NBTÁnh sáng xanh thấpSDR 400 nitHDR 500 nitĐộ phủ màu 100% DCI-P3,"3-cell, 59 Wh Li-ion polymer",Windows 11 Home Single Language,2880 x 1800 pixels,"AMD Ryzen 7 8840HS (up to 5.1 GHz max boost clock, 16 MB L3 cache, 8 lõi, 16 luồng)","2x USB Type-C 10Gbps (USB Power Delivery, DisplayPort 1.4a, HP Sleep and Charge)1x USB Type-A 10Gbps (HP Sleep and Charge)1x USB Type-A 10Gbps1x HDMI 2.11x kết hợp tai nghe/micrô",60 Hz,Tấm nền Oled,Poly StudioLoa képDTS:X UltraHP Audio Boost,"Viền màn hình siêu mỏng, Wi-Fi 6, Màn hình cảm ứng, Màn hình Oled","Bàn phím kích thước đầy đủ, có đèn nền, màu xám nhạt",Phím tắt tiếng micrô; Màn trập riêng tư của camera; Hỗ trợ Mô-đun nền tảng đáng tin cậy (Phần mềm TPM),Camera hồng ngoại 5MP có chức năng giảm nhiễu tạm thời và micrô kỹ thuật số mảng kép tích hợp,31.33 x 21.89 x 1.69 cm (Dài x Rộng x Dày),1.39 kg,Realtek Wi-Fi 6 (2x2),Bluetooth	v5.3,Không,Vỏ kim loại,Kim loại,Kim loại,Kim loại,,,,
laptop-msi-gaming-thin-15-b13ve-2824vn,Msi Gaming Thin 15 B13ve 2824vn,20.290.000đ,https://cellphones.com.vn/laptop-msi-gaming-thin-15-b13ve-2824vn.html,NVIDIA GeForce RTX 4050 6GB GDDR6Intel UHD Graphics,16GB,DDR4 3200MHz,"2 kge (2 x 8GB, hỗ trợ nâng cấp tối đa 64GB)","SSD 512GB M.2 PCIe Gen4 (1x M.2 SSD slot (NVMe PCIe Gen4) + 1x 2.5"" SATA HDD)",15.6 inches,Độ phủ màu 45% NTSCMàn hình chống chói,"3-cell, 52.4WHr",Windows 11 Home,1920 x 1080 pixels (FullHD),Intel Core i5-13420H,1x Type-C (USB3.2 Gen1 / DisplayPort)3x Type-A USB3.2 Gen11x HDMI (4K @ 30Hz)1x RJ45,144Hz,Tấm nền IPS,Nahimic 3 Audio EnhancerHi-Res Audio Ready,Wi-Fi 6,Bàn phím đơn có đèn nền (Màu xanh),Firmware Trusted Platform Module(fTPM) 2.0,HD type (30fps@720p),359 x 254 x 21.7 mm (Dài x Rộng x Dày),1.86kg,802.11 ax Wi-Fi 6E (AX211),Bluetooth v5.3,Không,Vỏ nhựa - nắp lưng kim loại,Kim loại,Nhựa,Nhựa,,,,
laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r9m1,Acer Gaming Nitro V 15 Propanel Anv15 41 R9m1,20.990.000đ,https://cellphones.com.vn/laptop-acer-gaming-nitro-v-15-propanel-anv15-41-r9m1.html,"NVIDIA GeForce RTX 3050 với 6 GB VRAM GDDR6 chuyên dụng, hỗ trợ 2560 lõi NVIDIA CUDA",16GB,DDR5 Up to 4800 MT/s,"2 khe (1 x 16GB, nâng cấp tối đa 96GB)",512GB PCIe NVMe SSD (Up to 4TB PCIe Gen4 NVMe SSD​),15.6 inches,Độ sáng 300nitsĐộ phủ màu sRGB 100%Màn hình LCD TFT đèn nền LED Acer ComfyViewGóc nhìn rộng,Pin Li-ion 4 cell 57WhrBộ đổi nguồn AC 135W,Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"AMD Ryzen 5 7535HS (6 lõi / 12 luồng, Base Clock: 3.3 GHz, Max. Boost Clock: Up to 4.55 GHz, 3MB L2 Cache; 16MB L3 Cache)","1x USB Type-C3x USB-A1x Cổng HDMI 2.1 hỗ trợ HDCP1x Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micro tích hợp1x Ethernet (RJ-45)1x Giắc cắm DC-in cho bộ đổi nguồn AC",180 Hz,Tấm nền IPS,DTS X:Ultra AudioDAC SNRCông nghệ Acer Purified.VoiceTương thích với Cortana bằng giọng nóiCông nghệ Acer TrueHarmony,,Có (Đơn sắc - Trắng),"Giải pháp Mô-đun nền tảng đáng tin cậy (TPM) phần sụn Người dùng BIOS, mật khẩu giám sát, khe khóa Kensington",Video HD 720p ở tốc độ 30 khung hình/giây với tính năng Giảm nhiễu theo thời gian,362.3 x 239.89 x 23.5 mm (Dài x Rộng x Dày),2.1 kg,802.11a/b/g/n/ac+ax wireless LAN,Có,Không,Vỏ nhựa,,,,,,,
apple-macbook-air-15-m4-10cpu-10gpu-16gb-256gb-2025-sac-70w,Macbook Air 15 M4 10cpu 10gpu 16gb 256gb 2025 Sac 70w,30.590.000đ,https://cellphones.com.vn/apple-macbook-air-15-m4-10cpu-10gpu-16gb-256gb-2025-sac-70w.html,GPU 10 lõiNeural Engine 16 lõiCông nghệ dò tia tốc độ cao bằng phần cứngBăng thông bộ nhớ 120GB/s,16GB,,,256GB,15.3 inches,Màn hình Liquid RetinaCó đèn nền LEDMật độ 224 pixel mỗi inchĐộ sáng 500 nitHỗ trợ một tỷ màuDải màu rộng (P3)Công nghệ True Tone,Thời gian xem video trực tuyến lên đến 18 giờThời gian duyệt web trên mạng không dây lên đến 15 giờPin Li-Po 66.5 watt‑giờ tích hợp,macOS,2880 x 1864 pixels,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Cổng sạc MagSafe 3Jack cắm tai nghe 3.5 mmHai cổng Thunderbolt 4 (USB-C) hỗ trợ: Sạc / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s),,Tấm nền IPS,"Hệ thống âm thanh sáu loa với loa trầm khử lựcHỗ trợ Âm Thanh Không Gian khi phát nhạc hoặc video với Dolby Atmos trên loa tích hợpÂm Thanh Không Gian với khả năng theo dõi chuyển động đầu chủ động khi sử dụng AirPods, AirPods Pro, AirPods Max","Wi-Fi 6, Bảo mật vân tay","Bàn phím Magic Keyboard có đèn nềnBàn di chuột Force Touch để điều khiển con trỏ chính xác và cảm ứng lực; hỗ trợ Bấm Mạnh, bộ tăng tốc, vẽ cảm ứng lực và các thao tác Multi‑Touch",Touch ID,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Cao: 1.15 cm x Rộng: 34.04 cm x Dài: 23.76 cm,1.51 kg,Wi-Fi 6E (802.11ax),Bluetooth 5.3,Không,Vỏ kim loại,Nhôm,Nhôm,,,,,
laptop-lenovo-loq-15ahp10-83jg0047vn,Lenovo Loq 15ahp10 83jg0047vn,30.990.000đ,https://cellphones.com.vn/laptop-lenovo-loq-15ahp10-83jg0047vn.html,"NVIDIA GeForce RTX 5050 8GB GDDR7, Boost Clock 2662MHz, TGP 100W, 440 AI TOPS",16GB,SO-DIMM DDR5-5600,"2 khe (1 x 16GB, tối đa 32GB)","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD, up to 1TB mỗi ổ)",15.6 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 100% sRGBG-SYNC,"60Wh, 170W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Trial + Lenovo AI Now",1920 x 1080 pixels (FullHD),"AMD Ryzen 7 250 (8 lõi / 16 luồng, 3.3 / 5.1GHz, 8MB L2 / 16MB L3)","3x USB-A (5Gbps / USB 3.2 Gen 1)1x USB-C (10Gbps / USB 3.2 Gen 2), với USB PD 65-100W và DisplayPort 1.41x HDMI 2.1, lên đến 8K/60Hz1x Giắc cắm kết hợp tai nghe/micrô (3.5mm)1x Ethernet (RJ-45)1x Đầu nối nguồn",144 Hz,Tấm nền IPS,"Âm thanh độ nét cao (HD)Bộ giải mã Realtek ALC3287Loa stereo, 2W x2Nahimic Audio",Wi-Fi 6,"24-Zone RGB Backlit, English",Firmware TPM 2.0 Enabled,5.0MP với E-shutter,359.86 x 258.7 x 21.9-23.9 mm (Dài x Rộng x Dày),2.4 kg,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.3,,Vỏ nhựa,Nhựa,Nhựa,,,,,"Integrated AMD Ryzen AI, up to 16 TOPS"
macbook-air-15-m3-24gb-512gb-2024-35w,Macbook Air 15 M3 24gb 512gb 2024 35w,31.490.000đ,https://cellphones.com.vn/macbook-air-15-m3-24gb-512gb-2024-35w.html,GPU 10 Lõi,24GB,,,512GB SSD,15.3 inches,True Tone,,MacOS,,CPU Apple M3 8 LõiNeural Engine 16 lõi,Cổng sạc MagSafe 3Hai cổng Thunderbolt / USB 4,,,Dolby Atmos,Wi-Fi 6,,,Camera FaceTime HD 1080p,,,Wi-Fi 6E,,,,,,,,,,
laptop-dell-xps-13-9350-71058714,Dell Xps 13 9350 71058714,57.990.000đ,https://cellphones.com.vn/laptop-dell-xps-13-9350-71058714.html,Intel Arc graphics,16GB,"LPDDR5X, 8533MT/s",,Ổ đĩa thể rắn M.2 PCIe NVMe 1TB,13.4 inches,Chống phản chiếuĐộ sáng 500 nitEyeSafeInfinityEdge,"Pin liền, 3-cell, 55 Wh ""smart"" lithium-ion",Windows 11 Home + OfficeHome24 + O365,2560 x 1600 pixels (2K),"Intel Core Ultra 5 226V (2.1 GHz - 4.5 GHz, 8 lõi / 8 luồng, 8 MB Intel Smart Cache)",2 x Thunderbolt 4 có Power Delivery (Type-C),120Hz,Tấm nền WVA,"2x 2W, Realtek ALC1318","Màn hình cảm ứng, Bảo mật vân tay",Bàn phím tiếng Anh Graphite Backlit có đầu đọc dấu vân tay,Đầu đọc dấu vân tayCamera hồng ngoại,FHD camera,295.30 x 199.10 x 14.80 mm (Dài x Rộng x Dày),1.18 kg,BE201,Bluetooth	v5.4,Không,Vỏ kim loại,Nhôm,Nhôm,Nhôm,,,,
laptop-asus-zenbook-14-ux3405ca-pz187ws,Asus Zenbook 14 Ux3405ca Pz187ws,28.490.000đ,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3405ca-pz187ws.html,Intel Arc Graphics,16GB,LPDDR5X on board,,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Thời gian phản hồi 0.2msĐộ sáng 400nitsĐộ sáng tối đa 500nits HDRĐộ phủ màu 100% DCI-P3Gamut mappingHDR True Black 5001.07 tỷ màuGiảm 70% ánh sáng xanh có hạiTÜV Rheinland-certifiedMàn hình chăm sóc mắt SGS,"75WHrs, 2S2P, 4-cell Li-ion",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,2880 x 1800 pixels,"Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 16 luồng)",1x USB 3.2 Gen 1 Type-A (tốc độ dữ liệu lên đến 5Gbps)2x Thunderbolt 4 hỗ trợ hiển thị/cung cấp điện (tốc độ dữ liệu lên đến 40Gbps)1x HDMI 2.1 TMDS1x Giắc cắm âm thanh kết hợp 3.5mm,120 Hz,Tấm nền Oled,Công nghệ Smart AmpLoa tích hợpMicrô mảng tích hợp,"Màn hình cảm ứng, Nhận diện khuôn mặt, Wi-Fi 7",Bàn phím Chiclet có đèn nền,Webcam IR hỗ trợ Windows HelloMcAfeeTrusted Platform Module (Phần mềm TPM),Camera FHD có chức năng IR hỗ trợ Windows HelloCó màn trập camera,31.24 x 22.01 x 1.49 ~ 1.49 cm (Dài x Rộng x Dày),1.28 kg,Wi-Fi 7(802.11be) (Tri-band)2*2,Bluetooth 5.4,,Vỏ kim loại,Nhôm,Nhôm,Nhôm,,,,Intel AI Boost NPU up to 13
laptop-gaming-acer-nitro-v-anv15-51-55ca,Gaming Acer Nitro V Anv15 51 55ca,23.090.000đ,https://cellphones.com.vn/laptop-gaming-acer-nitro-v-anv15-51-55ca.html,NVIDIA GeForce RTX 4050 6GB GDDR6 VRAM,16GB,DDR5 5200 MHz,"2 khe (8GB + 8GB), Nâng cấp tối đa 64GB (cắm sẵn 16GB)",512GB PCIe NVMe SSD (nâng cấp tối đa 2TB),15.6 inches,Acer ComfyViewLED-backlit TFT LCD45% NTSC,"4 cell, 57Wh",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i5-13420H (8 lõi / 12 luồng, upto 4.60 GHz, 12 MB)",1 x USB Type-C™3 x USB-A1 x HDMI® 2.1 port with HDCP support1 x 3.5 mm headphone/speaker jack1 x Ethernet (RJ-45) port1 x DC-in jack for AC adapter,144 Hz,Tấm nền IPS,DTS® X:Ultra,Wi-Fi 6,Led trắng,Giải pháp vân tay Acer Bio-ProtectionGiải pháp Mô-đun Nền Tảng Tin Cậy (TPM) FirmwareMật khẩu người dùngQuản trị viên BIOSKhe khóa Kensington,720P HD,362.3 x 239.89 x 22.9/26.9 mm (W x D x H),2.1 kg,Intel Wi-Fi 6 AX201(2*2 ax),Bluetooth 5,,Vỏ nhựa,,,,,,,
laptop-acer-aspire-lite-gen-2-al14-52m-32kv,Acer Aspire Lite Gen 2 Al14 52m 32kv,9.490.000đ,https://cellphones.com.vn/laptop-acer-aspire-lite-gen-2-al14-52m-32kv.html,Intel UHD Graphics,8GB,DDR5 Up to 4800 MT/s,2 khe (1 x 8GB) Nâng cấp tối đa 64GB,256GB PCIe NVMe SSD (nâng cấp tối đa 2TB SSD),14 inches,Độ sáng 300 nitsĐộ phủ màu 45% NTSC,Pin Li-ion 3 cell 58WhBộ chuyển đổi 65W PD Type C,Windows 11 Home SL,1920 x 1200 pixels (WUXGA),"Intel Core i3-1305U (5 lõi / 6 luồng, 3.3 GHz, 4.5 GHz, 10 MB Intel Smart Cache)","1x USB Type-C3x Cổng USB-AĐầu đọc thẻ MicroSDCổng HDMI 1.4 hỗ trợ HDCPGiắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micrô tích hợp",60Hz,Tấm nền IPS,Hai loa stereo tích hợpHai micrô kỹ thuật số tích hợp,Wi-Fi 6,Copilot Key,"BIOS user, supervisor, SSD passwords, Kensington lock slot",Camera FHD,313.3 x 218 x 16.9 mm (Dài x Rộng x Dày),1.5 kg,Intel Wireless Wi-Fi 6 AX201,Bluetooth 5.1,Có,Vỏ nhựa - nắp lưng kim loại,,,,,,,
laptop-msi-katana-15-b13udxk-2269vn-16gb,Msi Katana 15 B13udxk 2269vn 16gb,23.590.000đ,https://cellphones.com.vn/laptop-msi-katana-15-b13udxk-2269vn-16gb.html,NVIDIA GeForce RTX 3050 6GBIntel UHD Graphics,16GB,DDR5-5200,"2 khe (2x 8GB, nâng cấp tối đa 64GB)",1TB SSD,15.6 inches,Màn hình chống chói,3-Cell,Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i7-13620H (2.4GHz,10 lõi (6 P-cores + 4 E-cores), Max Turbo Frequency 4.9 GHz)",2 x Type-A USB3.2 Gen11 x Type-A USB2.01x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz),144Hz,Tấm nền IPS,Nahimic 3 Audio EnhancerHi-Res Audio Ready,Wi-Fi 6,Bàn phím chơi game RGB 4 vùng,Firmware Trusted Platform Module(fTPM) 2.0,HD type (30fps@720p),359 x 259 x 24.9 mm (Dài x Rộng x Cao),2.25 kg,Intel Wi-Fi 6E AX211,Bluetooth v5.3,,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
imac-m4-2024-24-inch-16gb-256gb,Imac M4 2024 24 Inch 16gb 256gb,33.090.000đ,https://cellphones.com.vn/imac-m4-2024-24-inch-16gb-256gb.html,GPU 8 lõi,16GB,,,256GB,24 inches,Màn hình Retina 4.5K1 tỷ màuĐộ sáng 500 nitDải màu rộng (P3)Công nghệ True Tone,,macOS,4480 x 2520 (4.5K),Apple M4 8 lõi với 4 lõi hiệu năng và 4 lõi tiết kiệm điệnNeural Engine 16 lõi,2x Thunderbolt 4 (lên đến 40Gb/s)USB 4 (lên đến 40Gb/s)USB 3.1 Gen 2 (lên đến 10Gb/s)DisplayPortJack cắm tai nghe 3.5 mm có hỗ trợ nâng cao cho tai nghe trở kháng cao,,,Hỗ trợ Âm Thanh Không Gian khi phát nhạc hoặc video với Dolby AtmosHệ thống âm thanh 6 loa có độ trung thực cao với loa trầm khử lựcÂm thanh stereo rộngDãy ba micrô chất lượng chuẩn studio với tỷ lệ tín hiệu – nhiễu cao và tính năng điều hướng,,,Magic Keyboard,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Rộng: 54.7 cm - Cao: 46.1 cm - Độ dày chân đế: 14.7 cm,4.42 kg,Wi-Fi 6E (802.11ax),Bluetooth 5.3,,,,,,,,143W,
laptop-hp-pavilion-15-eg3094tu-8c5l5pa-16gb,Hp Pavilion 15 Eg3094tu 8c5l5pa 16gb,16.790.000đ,https://cellphones.com.vn/laptop-hp-pavilion-15-eg3094tu-8c5l5pa-16gb.html,Intel Iris Xe Graphics,16GB,DDR4 3200 MHz,2 khe (Máy nguyên bản 16GB),512 GB SSD NVMe PCIe,15.6 inches,Độ phủ màu 45% NTSCMàn hình chống chóiĐộ sáng 250 nits,"3-cell Li-ion, 41 Wh",Windows 11 Home SL,1920 x 1080 pixels (FullHD),"Intel Core i5 - 1335U (1.30 GHz, Turbo Boost 4.6 GHz, 10 lõi / 12 luồng, 12 MB)","1x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)1x Jack tai nghe 3.5 mm2x USB 3.21x HDMI",60 Hz,Tấm nền IPS,Audio by B&ORealtek High Definition AudioHP Audio Boost,Wi-Fi 6,,,HD webcam,360.2 x 234 x 17.9 mm (Dài x Rộng x Dày),1.74 kg,Wi-Fi 6 (802.11ax),Bluetooth 5.2,,Vỏ kim loại,,,,,,,
